bus_id;station_id;voltage;dc;symbol;country;under_construction;geometry
1996;2381;220;f;Substation;RU;f;POINT(44.143066 55.758032)
1997;2383;220;f;Substation;RU;f;POINT(44.241943 48.936935)
1998;2383;500;f;Substation;RU;f;POINT(44.241943 48.936935)
1999;2384;220;f;Substation;RU;f;POINT(44.813232 48.158757)
2000;2384;500;f;Substation;RU;f;POINT(44.813232 48.158757)
2001;2385;300;f;Substation;RU;f;POINT(44.187012 45.003651)
2002;2386;300;f;Substation;RU;f;POINT(46.120605 43.333169)
2003;2387;300;f;Substation;RU;f;POINT(46.757812 43.317185)
2004;2388;300;f;Hydro run of river & pondage;RU;f;POINT(46.955566 42.577355)
2005;2389;300;f;Substation;RU;f;POINT(47.373047 42.892064)
2006;2390;220;f;Substation;RU;f;POINT(47.669678 46.339343)
2007;2391;220;f;Substation;RU;f;POINT(43.604736 49.908787)
6807;7644;220;f;joint;#WERT!;;POINT(-8.38425840439145 40.2059865428126)
6808;7645;220;f;joint;#WERT!;;POINT(-8.2731439678894 40.3047347415464)
6809;7646;220;f;joint;#WERT!;;POINT(-9.05415934312684 38.9459238316964)
2008;2391;500;f;Substation;RU;f;POINT(43.604736 49.908787)
2009;2392;220;f;Substation;RU;f;POINT(45.428467 48.683708)
2010;2392;500;f;Substation;RU;f;POINT(45.428467 48.683708)
2011;2393;500;f;Substation;KZ;f;POINT(50.701904 51.426614)
2012;2394;220;f;Hydro run of river & pondage;RU;f;POINT(47.757568 52.05249)
2013;2394;500;f;Hydro run of river & pondage;RU;f;POINT(47.757568 52.05249)
2014;2396;220;f;Substation;RU;f;POINT(45.802002 51.76104)
2015;2396;500;f;Substation;RU;f;POINT(45.802002 51.76104)
2016;2397;220;f;Substation;RU;f;POINT(45.186768 51.98488)
2017;2398;220;f;Substation;RU;f;POINT(43.857422 52.402419)
2018;2399;220;f;Substation;RU;f;POINT(44.241943 52.729639)
2019;2400;220;f;Substation;RU;f;POINT(44.176025 56.267761)
2020;2400;500;f;Substation;RU;f;POINT(44.176025 56.267761)
2021;2401;220;f;Substation;RU;f;POINT(50.240479 55.745666)
2022;2402;220;f;Substation;RU;f;POINT(49.394531 55.992237)
2023;2402;500;f;Substation;RU;f;POINT(49.394531 55.992237)
2024;2403;220;f;Hard coal;RU;f;POINT(52.141113 55.435247)
2025;2403;500;f;Hard coal;RU;f;POINT(52.141113 55.435247)
2026;2404;500;f;Hydro run of river & pondage;RU;f;POINT(51.888428 55.776573)
2027;2405;220;f;Substation;RU;f;POINT(48.197021 56.139429)
2028;2405;500;f;Substation;RU;f;POINT(48.197021 56.139429)
2029;2406;220;f;Hydro run of river & pondage;RU;f;POINT(47.054443 56.157788)
2030;2406;500;f;Hydro run of river & pondage;RU;f;POINT(47.054443 56.157788)
2031;2407;220;f;Substation;RU;f;POINT(45.032959 55.009126)
2032;2407;500;f;Substation;RU;f;POINT(45.032959 55.009126)
2315;2658;500;f;Substation;RU;f;POINT(51.855469 56.084298)
2033;2408;220;f;Substation;RU;f;POINT(43.813477 55.447711)
2034;2408;500;f;Substation;RU;f;POINT(43.813477 55.447711)
2035;2409;220;f;Substation;RU;f;POINT(43.934326 54.123822)
2036;2410;500;f;Substation;RU;f;POINT(47.054443 54.168866)
2037;2411;220;f;Substation;RU;f;POINT(47.032471 53.074228)
2038;2411;380;f;Substation;RU;f;POINT(47.032471 53.074228)
2039;2411;500;f;Substation;RU;f;POINT(47.032471 53.074228)
2040;2412;220;f;Substation;RU;f;POINT(44.813232 54.072283)
2041;2413;220;f;Substation;RU;f;POINT(45.043945 53.324312)
2042;2413;380;f;Substation;RU;f;POINT(45.043945 53.324312)
2043;2413;500;f;Substation;RU;f;POINT(45.043945 53.324312)
2044;2414;220;f;Hydro run of river & pondage;RU;f;POINT(49.713135 53.448807)
2045;2414;500;f;Hydro run of river & pondage;RU;f;POINT(49.713135 53.448807)
2046;2415;300;f;Substation;RU;f;POINT(47.054443 43.012681)
2047;2416;220;f;Substation;RU;f;POINT(50.537109 53.402982)
2048;2416;500;f;Substation;RU;f;POINT(50.537109 53.402982)
2049;2417;220;f;Substation;RU;f;POINT(49.801025 53.768196)
2050;2417;500;f;Substation;RU;f;POINT(49.801025 53.768196)
2051;2418;220;f;Substation;RU;f;POINT(49.63623 52.762892)
2052;2418;500;f;Substation;RU;f;POINT(49.63623 52.762892)
2053;2419;220;f;Substation;RU;f;POINT(52.800293 54.463653)
2054;2419;500;f;Substation;RU;f;POINT(52.800293 54.463653)
2055;2420;220;f;Substation;RU;f;POINT(44.176025 55.986092)
2056;2420;500;f;Substation;RU;f;POINT(44.176025 55.986092)
2057;2421;220;f;Substation;RU;f;POINT(44.857178 56.956957)
6810;7647;220;f;joint;#WERT!;;POINT(-7.66670706404749 40.5105468834272)
6811;7648;220;f;joint;#WERT!;;POINT(-7.30181680837811 40.6000322248731)
2058;2422;220;f;Substation;RU;f;POINT(48.47168 55.973798)
2059;2423;220;f;Substation;RU;f;POINT(48.065186 54.354956)
2060;2424;220;f;Substation;RU;f;POINT(52.668457 54.977614)
2061;2425;220;f;Substation;RU;f;POINT(48.208008 53.126998)
2062;2426;220;f;Substation;RU;f;POINT(45.043945 48.589326)
2063;2427;220;f;Substation;RU;f;POINT(48.043213 56.686408)
2064;2428;220;f;Substation;RU;f;POINT(45.98877 51.583897)
2065;2429;220;f;Substation;RU;f;POINT(50.635986 53.067627)
2066;2430;220;f;Substation;KZ;f;POINT(50.844727 51.282535)
2067;2431;220;f;Substation;RU;f;POINT(47.768555 56.041363)
2068;2432;220;f;Substation;RU;f;POINT(44.483643 61.238531)
2069;2433;220;f;Substation;RU;f;POINT(45.98877 61.35988)
2070;2434;220;f;Substation;RU;f;POINT(49.361572 58.739706)
2071;2434;500;f;Substation;RU;f;POINT(49.361572 58.739706)
2072;2435;220;f;Hydro run of river & pondage;RU;f;POINT(54.162598 56.752723)
2073;2435;500;f;Hydro run of river & pondage;RU;f;POINT(54.162598 56.752723)
2074;2436;220;f;Substation;RU;f;POINT(52.756348 56.722594)
2075;2436;500;f;Substation;RU;f;POINT(52.756348 56.722594)
2076;2437;220;f;Substation;RU;f;POINT(50.635986 56.188368)
2077;2438;220;f;Substation;RU;f;POINT(51.064453 58.367156)
2078;2439;220;f;Substation;RU;f;POINT(52.800293 57.914848)
2079;2440;220;f;Substation;RU;f;POINT(49.350586 62.308794)
2080;2441;220;f;Substation;RU;f;POINT(50.712891 62.729567)
2081;2442;220;f;Substation;RU;f;POINT(53.151855 63.5779)
2082;2443;220;f;Substation;RU;f;POINT(47.757568 61.804284)
2083;2444;220;f;Substation;RU;f;POINT(49.581299 61.689872)
6812;7649;220;f;joint;#WERT!;;POINT(-9.25963877801157 39.0696311428168)
2084;2445;220;f;Hydro run of river & pondage;RU;f;POINT(43.967285 56.383502)
2085;2446;220;f;Substation;RU;f;POINT(44.714355 48.698212)
2086;2447;220;f;Substation;RU;f;POINT(44.373779 48.719961)
2087;2448;220;f;Substation;RU;f;POINT(44.439697 48.545705)
2088;2449;220;f;Other or not listed;RU;f;POINT(44.868164 48.319734)
2089;2450;220;f;Substation;RU;f;POINT(45.20874 49.453843)
2090;2451;220;f;Substation;RU;f;POINT(45.098877 49.986552)
2091;2452;220;f;Substation;RU;f;POINT(45.736084 50.148746)
2092;2453;220;f;Substation;RU;f;POINT(47.15332 50.127622)
2093;2454;220;f;Substation;RU;f;POINT(45.53833 50.317408)
2094;2455;220;f;Substation;RU;f;POINT(45.812988 50.457504)
2095;2456;220;f;Substation;RU;f;POINT(44.923096 50.352471)
2096;2457;220;f;Substation;RU;f;POINT(44.593506 52.27488)
2097;2458;220;f;Substation;RU;f;POINT(46.175537 50.965346)
2098;2459;220;f;Substation;RU;f;POINT(46.560059 51.658927)
2099;2460;220;f;Substation;RU;f;POINT(47.043457 51.801822)
2100;2461;220;f;Substation;RU;f;POINT(46.593018 51.99841)
2101;2462;220;f;Substation;RU;f;POINT(47.098389 52.261434)
2102;2463;220;f;Substation;RU;f;POINT(48.032227 51.862924)
2103;2464;220;f;Substation;RU;f;POINT(48.120117 50.618103)
2104;2465;220;f;Substation;RU;f;POINT(48.22998 51.323747)
2105;2466;220;f;Substation;RU;f;POINT(48.537598 51.672555)
2106;2467;220;f;Substation;RU;f;POINT(46.164551 47.680183)
2107;2468;220;f;Substation;RU;f;POINT(47.504883 46.050361)
2108;2469;220;f;Substation;RU;f;POINT(46.889648 45.713851)
2109;2470;220;f;Substation;RU;f;POINT(47.878418 46.392411)
2110;2471;220;f;Substation;RU;f;POINT(48.186035 46.634351)
2111;2472;220;f;Substation;RU;f;POINT(48.438721 46.860191)
2112;2473;220;f;Substation;RU;f;POINT(46.153564 48.312428)
2113;2474;300;f;Hydro run of river & pondage;RU;f;POINT(46.768799 42.75508)
2114;2476;500;f;Substation, under construction;RU;t;POINT(44.692383 43.874138)
2115;2477;220;f;Substation;RU;f;POINT(44.044189 46.384833)
2116;2478;500;f;Substation;RU;f;POINT(44.395752 58.636935)
2117;2479;220;f;Substation;RU;f;POINT(44.868164 58.716894)
2118;2480;220;f;Substation;RU;f;POINT(43.945312 56.194481)
2119;2481;220;f;Substation;RU;f;POINT(44.417725 56.279961)
2120;2482;220;f;Substation;RU;f;POINT(44.58252 56.151669)
2121;2483;220;f;Substation;RU;f;POINT(45.384521 56.316537)
2122;2484;220;f;Substation;RU;f;POINT(45.692139 56.267761)
2123;2485;220;f;Substation;RU;f;POINT(45.142822 53.468431)
2124;2486;220;f;Substation;RU;f;POINT(45.878906 54.342149)
2125;2487;220;f;Substation;RU;f;POINT(45.571289 54.501948)
2126;2488;220;f;Substation;RU;f;POINT(46.186523 54.635697)
2127;2489;220;f;Substation;RU;f;POINT(45.527344 55.478853)
2128;2490;220;f;Substation;RU;f;POINT(45.977783 55.751849)
2129;2491;220;f;Substation;RU;f;POINT(45.439453 55.739482)
2130;2492;220;f;Substation;RU;f;POINT(44.296875 55.856817)
2131;2493;220;f;Substation;RU;f;POINT(46.472168 55.609384)
2132;2494;220;f;Substation;RU;f;POINT(47.438965 55.646599)
2133;2495;220;f;Substation;RU;f;POINT(48.328857 54.990222)
2134;2496;220;f;Substation;RU;f;POINT(47.351074 53.800651)
2135;2497;220;f;Substation;RU;f;POINT(48.306885 54.156001)
6813;7650;380;f;joint;#WERT!;;POINT(-8.83300742201285 39.9265882216193)
6814;7651;220;f;joint;#WERT!;;POINT(1.40667458185785 41.7148053511455)
2136;2498;220;f;Other or not listed;RU;f;POINT(48.922119 55.91843)
2137;2499;220;f;Substation;RU;f;POINT(49.306641 57.136239)
2138;2500;220;f;Hard coal;RU;f;POINT(51.427002 55.776573)
2139;2501;220;f;Hard coal;RU;f;POINT(52.437744 55.751849)
2140;2502;220;f;Substation;RU;f;POINT(50.592041 55.316643)
2141;2503;220;f;Substation;RU;f;POINT(51.668701 55.720923)
2142;2504;220;f;Substation;RU;f;POINT(52.349854 55.609384)
2143;2505;220;f;Substation;RU;f;POINT(52.1521 55.862982)
2144;2506;220;f;Substation;RU;f;POINT(51.965332 56.322629)
2145;2507;220;f;Substation;RU;f;POINT(51.470947 57.124314)
2146;2508;220;f;Substation;RU;f;POINT(53.800049 56.722594)
2147;2509;220;f;Substation;RU;f;POINT(53.294678 57.130277)
2148;2510;220;f;Substation;RU;f;POINT(52.382812 57.938183)
2149;2511;220;f;Substation;RU;f;POINT(47.944336 59.113948)
2150;2512;220;f;Substation;RU;f;POINT(49.295654 57.521723)
2151;2513;220;f;Substation;RU;f;POINT(48.878174 59.573288)
2152;2514;220;f;Substation;RU;f;POINT(53.283691 54.977614)
2153;2515;220;f;Substation;RU;f;POINT(53.701172 54.737308)
2154;2516;220;f;Substation;RU;f;POINT(52.723389 53.566414)
2155;2517;220;f;Substation;RU;f;POINT(52.646484 52.703019)
2156;2518;220;f;Substation;RU;f;POINT(52.097168 53.061025)
2157;2519;220;f;Substation;RU;f;POINT(51.229248 53.507651)
2158;2520;220;f;Substation;RU;f;POINT(48.208008 52.915527)
2159;2521;220;f;Hard coal;RU;f;POINT(49.317627 53.800651)
2160;2522;220;f;Substation;RU;f;POINT(49.482422 53.638125)
2161;2523;220;f;Substation;RU;f;POINT(51.394043 53.839564)
2162;2524;220;f;Substation;RU;f;POINT(49.526367 54.033586)
2163;2525;220;f;Substation;RU;f;POINT(49.537354 54.303704)
2164;2526;220;f;Hard coal;RU;f;POINT(49.273682 54.788017)
2165;2527;220;f;Substation;RU;f;POINT(49.790039 53.13359)
2166;2528;220;f;Substation;RU;f;POINT(49.306641 52.716331)
2167;2529;220;f;Substation;RU;f;POINT(49.130859 53.028)
2168;2530;220;f;Substation;RU;f;POINT(50.20752 53.448807)
2169;2531;220;f;Substation;RU;f;POINT(50.668945 52.005174)
2170;2532;220;f;Substation;RU;f;POINT(43.681641 48.965794)
2171;2533;220;f;Substation;RU;f;POINT(44.472656 48.79239)
2172;2534;220;f;Substation;RU;f;POINT(43.659668 50.673835)
2173;2535;220;f;Substation;RU;f;POINT(44.824219 51.006842)
2174;2536;220;f;Substation;RU;f;POINT(44.79126 55.429013)
2175;2537;132;f;Substation;RU;f;POINT(43.989258 42.747012)
2176;2538;132;f;Substation;RU;f;POINT(48.592529 46.505954)
2177;2539;132;f;Substation;RU;f;POINT(46.658936 49.317961)
2178;2540;132;f;Substation;RU;f;POINT(46.867676 49.852152)
2179;2541;132;f;Substation;RU;f;POINT(49.932861 51.282535)
2180;2542;220;f;Substation;RU;f;POINT(58.963623 53.917281)
2181;2542;500;f;Substation;RU;f;POINT(58.963623 53.917281)
2182;2543;220;f;Substation;RU;f;POINT(59.436035 53.566414)
2183;2543;500;f;Substation;RU;f;POINT(59.436035 53.566414)
2184;2545;220;f;Substation;RU;f;POINT(55.38208 52.709675)
2185;2545;500;f;Substation;RU;f;POINT(55.38208 52.709675)
2186;2546;220;f;Substation;RU;f;POINT(55.151367 53.618579)
6815;7652;220;f;joint;#WERT!;;POINT(-9.17779772437807 38.8940783753398)
6816;7653;220;f;joint;#WERT!;;POINT(-8.49107277446578 41.2553311575289)
2187;2547;500;f;Other or not listed;RU;f;POINT(55.513916 56.212814)
2188;2548;220;f;Substation;RU;f;POINT(56.195068 56.14555)
2189;2548;500;f;Substation;RU;f;POINT(56.195068 56.14555)
2190;2549;220;f;Substation;RU;f;POINT(60.611572 57.028774)
2191;2550;220;f;Substation;RU;f;POINT(60.325928 57.645401)
2192;2550;500;f;Substation;RU;f;POINT(60.325928 57.645401)
2193;2551;220;f;Substation;RU;f;POINT(57.260742 58.332567)
2194;2551;500;f;Substation;RU;f;POINT(57.260742 58.332567)
2195;2552;220;f;Other or not listed;RU;f;POINT(56.645508 58.779591)
2196;2552;500;f;Other or not listed;RU;f;POINT(56.645508 58.779591)
2197;2553;220;f;Substation;RU;f;POINT(57.44751 59.372391)
2198;2553;500;f;Substation;RU;f;POINT(57.44751 59.372391)
2199;2554;220;f;Substation;RU;f;POINT(61.138916 59.678835)
2200;2554;500;f;Substation;RU;f;POINT(61.138916 59.678835)
2201;2555;220;f;Substation;RU;f;POINT(61.369629 54.920828)
2202;2555;500;f;Substation;RU;f;POINT(61.369629 54.920828)
2203;2556;500;f;Substation;RU;f;POINT(60.040283 55.14121)
2204;2557;500;f;Substation;RU;f;POINT(58.897705 55.122367)
2205;2558;220;f;Substation;RU;f;POINT(54.997559 54.335744)
2206;2558;500;f;Substation;RU;f;POINT(54.997559 54.335744)
2207;2559;220;f;Substation;RU;f;POINT(59.952393 58.790978)
2208;2560;220;f;Substation;RU;f;POINT(58.337402 58.459229)
2209;2561;220;f;Substation;RU;f;POINT(59.260254 56.903004)
2210;2562;220;f;Substation;RU;f;POINT(61.600342 59.927496)
2211;2563;220;f;Substation;RU;f;POINT(55.843506 54.914514)
2212;2563;500;f;Substation;RU;f;POINT(55.843506 54.914514)
6817;7654;220;f;joint;#WERT!;;POINT(-8.5066145879437 41.1753988094107)
6818;7654;380;f;joint;#WERT!;;POINT(-8.5066145879437 41.1753988094107)
2213;2564;220;f;Other or not listed;RU;f;POINT(62.41333 56.157788)
2214;2564;500;f;Other or not listed;RU;f;POINT(62.41333 56.157788)
2215;2565;380;f;Substation;CZ;f;POINT(14.095459 50.000678)
2216;2566;220;f;Substation;RU;f;POINT(54.832764 64.320872)
2217;2567;220;f;Other or not listed;RU;f;POINT(57.645264 64.951465)
2218;2568;220;f;Other or not listed;RU;f;POINT(62.094727 54.297294)
2219;2570;220;f;Substation;RU;f;POINT(59.205322 51.883273)
2220;2570;500;f;Substation;RU;f;POINT(59.205322 51.883273)
2221;2571;220;f;Substation;RU;f;POINT(55.305176 57.160078)
2222;2572;220;f;Hydro run of river & pondage;RU;f;POINT(55.700684 58.054632)
2223;2573;220;f;Substation;RU;f;POINT(55.447998 58.344101)
2224;2574;220;f;Substation;RU;f;POINT(55.964355 57.733485)
2225;2575;220;f;Other or not listed;RU;f;POINT(57.370605 59.102667)
2226;2576;220;f;Other or not listed;RU;f;POINT(61.622314 59.288332)
2227;2577;220;f;Substation;RU;f;POINT(61.314697 59.472989)
2228;2578;220;f;Substation;RU;f;POINT(61.149902 59.108308)
2229;2579;220;f;Substation;RU;f;POINT(61.270752 58.631217)
2230;2580;220;f;Other or not listed;RU;f;POINT(60.007324 58.436233)
2231;2581;220;f;Substation;RU;f;POINT(58.754883 56.812908)
2232;2581;500;f;Substation;RU;f;POINT(58.754883 56.812908)
2233;2582;220;f;Other or not listed;RU;f;POINT(60.523682 56.511018)
2234;2583;220;f;Nuclear;RU;f;POINT(60.88623 56.225031)
2235;2584;220;f;Substation;RU;f;POINT(59.820557 56.577641)
2236;2584;500;f;Substation;RU;f;POINT(59.820557 56.577641)
2237;2585;220;f;Other or not listed;RU;f;POINT(60.391846 56.866991)
2238;2586;220;f;Other or not listed;RU;f;POINT(60.501709 57.273104)
2239;2587;220;f;Substation;RU;f;POINT(61.259766 57.63364)
2240;2588;220;f;Substation;RU;f;POINT(65.379639 57.201759)
2241;2589;220;f;Substation;RU;f;POINT(56.151123 57.219608)
2242;2590;220;f;Substation;RU;f;POINT(59.359131 56.157788)
2243;2591;220;f;Substation;RU;f;POINT(60.314941 55.522412)
2244;2592;220;f;Substation;RU;f;POINT(62.468262 55.751849)
2245;2593;220;f;Substation;RU;f;POINT(62.380371 55.559709)
2246;2594;220;f;Substation;RU;f;POINT(61.699219 55.172594)
2247;2595;220;f;Substation;RU;f;POINT(61.633301 56.170023)
2248;2596;220;f;Other or not listed;RU;f;POINT(62.028809 54.775346)
2249;2597;220;f;Substation;RU;f;POINT(62.138672 54.882927)
2250;2597;500;f;Substation;RU;f;POINT(62.138672 54.882927)
2251;2598;500;f;Substation;RU;f;POINT(60.67749 54.908199)
2252;2599;220;f;Substation;KZ;f;POINT(62.666016 53.65115)
2253;2600;132;f;Substation;RU;f;POINT(60.578613 53.153359)
2254;2600;220;f;Substation;RU;f;POINT(60.578613 53.153359)
2255;2601;220;f;Substation;RU;f;POINT(59.60083 54.374158)
2256;2602;220;f;Substation;RU;f;POINT(58.502197 54.463653)
2257;2603;500;f;Substation;RU;f;POINT(57.271729 55.153766)
2258;2604;220;f;Substation;RU;f;POINT(54.547119 54.933454)
2259;2605;220;f;Substation;RU;f;POINT(55.469971 54.996524)
2260;2606;220;f;Substation;RU;f;POINT(55.404053 55.416544)
2261;2607;220;f;Other or not listed;RU;f;POINT(55.437012 55.21649)
2262;2608;220;f;Substation;RU;f;POINT(55.491943 55.819802)
2263;2609;220;f;Other or not listed;RU;f;POINT(55.305176 53.865486)
2264;2610;220;f;Other or not listed;RU;f;POINT(55.283203 53.080827)
2265;2611;220;f;Substation;RU;f;POINT(55.426025 53.252069)
2266;2612;220;f;Substation;RU;f;POINT(54.799805 52.435921)
2267;2613;220;f;Substation;RU;f;POINT(54.865723 52.227799)
2268;2614;220;f;Substation;RU;f;POINT(55.283203 52.160455)
2269;2615;220;f;Substation;RU;f;POINT(56.612549 52.099757)
2270;2616;220;f;Substation;RU;f;POINT(57.854004 51.392351)
2271;2616;500;f;Substation;RU;f;POINT(57.854004 51.392351)
2272;2617;220;f;Substation;RU;f;POINT(57.414551 51.815407)
2273;2618;500;f;Substation;KZ;f;POINT(56.821289 50.366489)
2274;2619;220;f;Substation;KZ;f;POINT(57.711182 50.652943)
2275;2620;220;f;Substation;KZ;f;POINT(56.491699 50.555325)
2276;2621;132;f;Substation;RU;f;POINT(59.260254 50.903033)
2277;2621;220;f;Substation;RU;f;POINT(59.260254 50.903033)
2278;2622;220;f;Substation;RU;f;POINT(58.183594 51.330612)
2279;2623;220;f;Substation;RU;f;POINT(54.294434 54.065836)
2280;2624;220;f;Substation;RU;f;POINT(63.588867 56.304349)
2281;2625;500;f;Substation;RU;f;POINT(64.588623 55.634198)
2282;2626;220;f;Substation;RU;f;POINT(64.610596 55.078367)
2283;2626;500;f;Substation;RU;f;POINT(64.610596 55.078367)
2284;2627;220;f;Substation;RU;f;POINT(63.303223 54.737308)
2285;2628;220;f;Substation;RU;f;POINT(64.259033 54.889246)
2286;2629;220;f;Substation;RU;f;POINT(57.590332 65.233705)
2287;2630;132;f;Substation;RU;f;POINT(60.985107 53.520717)
2288;2631;132;f;Substation;RU;f;POINT(55.601807 50.875311)
6819;7655;380;f;joint;#WERT!;;POINT(-1.6791877861011 37.6044336175165)
6820;7656;380;f;joint;#WERT!;;POINT(-1.68167486428433 37.466630616402)
2289;2632;132;f;Substation;RU;f;POINT(60.600586 52.375599)
2290;2633;132;f;Substation;RU;f;POINT(60.864258 52.928775)
2291;2634;132;f;Substation;GE;f;POINT(43.857422 42.496403)
2292;2635;132;f;Substation;GE;f;POINT(44.571533 42.577355)
2293;2636;132;f;Substation;KZ;f;POINT(46.911621 49.510944)
2294;2638;132;f;Substation;KZ;f;POINT(47.438965 47.975214)
2295;2639;132;f;Substation;KZ;f;POINT(48.834229 46.611715)
2296;2640;132;f;Substation;KZ;f;POINT(50.196533 51.138001)
2297;2641;132;f;Substation;KZ;f;POINT(53.074951 51.323747)
2298;2642;132;f;Substation;KZ;f;POINT(53.909912 51.138001)
2299;2643;132;f;Substation;RU;f;POINT(53.602295 51.645294)
2300;2644;132;f;Substation;RU;f;POINT(54.239502 51.344339)
2301;2645;132;f;Substation;KZ;f;POINT(56.019287 50.583237)
2302;2646;132;f;Substation;KZ;f;POINT(59.029541 50.527397)
2303;2647;132;f;Substation;KZ;f;POINT(59.293213 50.604159)
2304;2648;132;f;Substation;KZ;f;POINT(61.072998 52.19414)
2305;2649;132;f;Substation;KZ;f;POINT(61.424561 52.462704)
2306;2650;132;f;Substation;KZ;f;POINT(61.062012 52.696361)
2307;2651;132;f;Substation;KZ;f;POINT(61.347656 53.683695)
2308;2652;132;f;Substation;KZ;f;POINT(61.75415 53.897865)
2309;2653;132;f;Substation;KZ;f;POINT(61.831055 53.846046)
2310;2654;132;f;Substation;KZ;f;POINT(46.911621 48.443778)
2311;2655;132;f;Substation;cc;f;POINT(47.054443 48.166085)
2312;2656;220;f;Substation, under construction;RU;t;POINT(46.505127 58.008098)
2313;2657;220;f;Substation;RU;f;POINT(44.055176 55.838314)
2314;2658;220;f;Substation;RU;f;POINT(51.855469 56.084298)
6821;7657;380;f;joint;#WERT!;;POINT(-7.15123377391657 42.0333464921224)
2316;2659;220;f;Substation;RU;f;POINT(51.306152 55.733296)
2317;2660;220;f;Substation;RU;f;POINT(60.710449 56.764768)
2318;2661;220;f;Substation;RU;f;POINT(61.688232 54.813348)
2319;2662;500;f;Substation;RU;f;POINT(64.599609 55.460171)
2320;2663;220;f;Substation;RU;f;POINT(58.535156 65.784758)
2321;2664;220;f;Substation;RU;f;POINT(44.121094 55.912273)
2322;2669;500;f;Substation;KZ;f;POINT(62.424316 51.241286)
2323;2670;500;f;Substation;KZ;f;POINT(63.566895 51.978113)
2324;2671;500;f;Substation;KZ;f;POINT(64.401855 52.48947)
2325;2672;500;f;Substation;KZ;f;POINT(67.313232 54.13026)
2326;2674;220;f;Substation;RU;f;POINT(60.985107 56.292157)
2327;2674;500;f;Substation;RU;f;POINT(60.985107 56.292157)
2328;2675;500;f;Substation;RU;f;POINT(62.215576 55.553495)
2329;2676;220;f;Substation;RU;f;POINT(49.449463 55.838314)
2330;2677;220;f;Other or not listed;RU;f;POINT(47.911377 46.172223)
2331;2678;220;f;Substation;RU;f;POINT(45.812988 47.502359)
2332;2679;220;f;Hard coal;RU;f;POINT(43.912354 56.010666)
2333;2680;220;f;Substation, under construction;RU;t;POINT(52.811279 53.232345)
2334;2681;220;f;Other or not listed;RU;f;POINT(61.655273 54.495568)
2335;2681;500;f;Other or not listed;RU;f;POINT(61.655273 54.495568)
2336;2682;500;f;Substation;KZ;f;POINT(49.273682 46.452997)
2337;2683;220;f;Substation;KZ;f;POINT(50.482178 50.673835)
2338;2683;500;f;Substation;KZ;f;POINT(50.482178 50.673835)
2339;2684;220;f;Substation;CH;f;POINT(7.163086 46.202646)
2340;2684;380;f;Substation;CH;f;POINT(7.163086 46.202646)
2341;2685;220;f;Substation;PL;f;POINT(21.654053 50.485474)
2342;2686;220;f;Substation;RU;f;POINT(39.188232 52.676382)
2343;2686;500;f;Substation;RU;f;POINT(39.188232 52.676382)
2344;2687;220;f;Substation;RU;f;POINT(40.144043 47.864774)
2345;2688;220;f;Substation;HR;f;POINT(18.369141 42.528796)
2346;2689;132;f;Substation;LT;f;POINT(25.455322 54.489187)
2347;2690;380;f;Hydro pure pump storage;CZ;f;POINT(15.952148 49.088258)
2348;2691;380;f;Nuclear;CZ;f;POINT(16.018066 48.850258)
2349;2692;220;f;Hydro run of river & pondage;CZ;f;POINT(14.282227 49.539469)
2350;2693;380;f;Nuclear;CZ;f;POINT(14.39209 49.339441)
2351;2694;380;f;Brown coal/Lignite;CZ;f;POINT(15.303955 50.007739)
2352;2695;380;f;Hydro pure pump storage;CZ;f;POINT(17.050781 50.155786)
2353;2696;380;f;Substation;CZ;f;POINT(18.336182 49.77417)
2354;2698;380;f;Substation;CZ;f;POINT(14.27124 49.217597)
2355;2699;380;f;Substation;CZ;f;POINT(14.337158 48.973006)
2356;2700;380;f;Substation;CZ;f;POINT(16.160889 48.994636)
2357;2701;220;f;Substation;CZ;f;POINT(16.75415 49.037868)
2358;2701;380;f;Substation;CZ;f;POINT(16.75415 49.037868)
2359;2702;220;f;Substation;CZ;f;POINT(12.799072 50.155786)
2360;2703;220;f;Substation;CZ;f;POINT(13.271484 50.268277)
2361;2703;380;f;Substation;CZ;f;POINT(13.271484 50.268277)
2362;2704;380;f;Substation;CZ;f;POINT(13.370361 49.79545)
2363;2705;220;f;Substation;CZ;f;POINT(13.282471 49.61071)
2364;2705;380;f;Substation;CZ;f;POINT(13.282471 49.61071)
2365;2706;220;f;Substation;CZ;f;POINT(13.996582 49.553726)
2366;2707;380;f;Brown coal/Lignite;CZ;f;POINT(13.425293 50.422519)
2367;2708;380;f;Brown coal/Lignite;CZ;f;POINT(13.029785 50.34546)
2368;2709;220;f;Substation;CZ;f;POINT(13.546143 50.450509)
6822;7658;220;f;joint;#WERT!;;POINT(-3.98357689375715 39.428211075514)
6823;7659;220;f;joint;#WERT!;;POINT(-4.251709 38.68551)
2369;2710;220;f;Substation;CZ;f;POINT(13.897705 50.34546)
2370;2710;380;f;Substation;CZ;f;POINT(13.897705 50.34546)
2371;2711;220;f;Substation;CZ;f;POINT(13.875732 50.583237)
2372;2711;380;f;Substation;CZ;f;POINT(13.875732 50.583237)
2373;2712;380;f;Substation;CZ;f;POINT(15.336914 50.120578)
2374;2713;220;f;Substation;CZ;f;POINT(14.831543 50.085344)
2375;2713;380;f;Substation;CZ;f;POINT(14.831543 50.085344)
2376;2714;220;f;Substation;CZ;f;POINT(14.677734 49.403825)
