scn_name,Projekt,Projekt_id,Startpunkt,Endpunkt,Spannung,s_nom ,cables,NOVA,geom
decommissioning_NEP2035_B2,P113,,,,380,1790,,,0105000020E6100000010000000102000000080000005F72ED5575D42440E4F8A1D288B44A405F72ED5575D42440E4F8A1D288B44A40D02B9E7AA4D52440092F66F09CB44A4072E2AB1DC5D52440EFA6A503A3B44A40301004C8D0D52440D011F92EA5B44A4058F7D91203D624404266C28AAEB44A40E3EFCD250BD624408926F50AB0B44A40FDF942E479D4244022EC504DD0B44A40
decommissioning_NEP2035_B2,P113,,,,380,1790,,,0105000020E610000001000000010200000006000000AA65BCDDAFC32440B91F7093227F4A40EC4E779E78C22440B89B3B55197F4A403AAD80E783C2244074DC84D61E7F4A4039C76FC09DC22440A39174722B7F4A40ACAFAE0AD4C224404C378941607F4A40ACAFAE0AD4C224404C378941607F4A40
decommissioning_NEP2035_B2,P113,,,,380,1790,,,0105000020E610000001000000010200000006000000B267A139EEC12440DA676F2B229C4A403F8D7BF31BC22440C477071D199C4A40BAFB1C1F2DC22440A237CB1B169C4A406E3887C66EC224406E9DC948079C4A40D1967329AEC22440C3482F6AF79B4A40D1967329AEC22440C3482F6AF79B4A40
decommissioning_NEP2035_B2,P113,,,,380,1790,,,0105000020E610000001000000010200000007000000AA65BCDDAFC32440B91F7093227F4A408936B68DF5C32440584513831B7F4A40202A8D98D9C32440FFE263C10E7F4A405C3FFD67CDC3244079CF81E5087F4A40AAB9DC60A8C32440048EA960F97E4A403EE87EF387C324403DBF83FAF17E4A403EE87EF387C324403DBF83FAF17E4A40
decommissioning_NEP2035_B2,P113,,,,380,1790,,,0105000020E610000001000000010200000006000000FE61C76488BB2440A17AF24D6F244A402EE57CB1F7BA244004029D499B244A40FBB31F2922BB24408137EEDE9B244A40380E61A17BBB2440B03F89CF9D244A40B6BC1704FBBC2440293BA2E7BB244A40B6BC1704FBBC2440293BA2E7BB244A40
decommissioning_NEP2035_B2,P123,,,,380,1790,,2 von 4,0105000020E61000000100000001020000000600000094E4147882B42B4087E464E2567E494094E4147882B42B4087E464E2567E4940E51BC01193B22B40BFCB56A87F7E4940CE9E15623FB12B40D3A755F4877E4940F21A05D20FB02B4069A5B50EB37E494083333AB3BAAE2B403ACECE15BE7E4940
decommissioning_NEP2035_B2,P123,,,,380,1790,,,0105000020E61000000100000001020000005B00000019E738B33E702C4090BC245C738F494086973B8E7A6F2C40C3A1B778788F4940685DA3E5406F2C402E57E47C568F494072851C00166E2C403F33D29C068F49400A7C8F44796C2C403CA98A04AE8E4940FAAB110BC66A2C40FFBB992C498E4940CA8D226B0D692C40214DABD7E38D4940AB89F4914A672C40BBBE6AC07B8D4940B3614D6551682C408E075BECF68C49409F060C923E692C40CE0182397A8C49400992D2C7D7692C40988DCEF9298C4940BD7D0C0C0F682C40EF8A85C6B88B4940C708F2FD1E662C40E7E61BD13D8B4940DD0253173A642C4048ED3488C58A49402D0549449D622C409A4A9A9A5F8A4940F9CE79D7EA602C40FA394F86F489494038256AB3FB5F2C403DE64D8FB7894940D3E693707C5C2C40F14E3E3DB6894940E4344415FE582C407B522635B4894940C3D43B8155562C406344A2D0B2894940A5D299C5D5522C404DACE7FFB0894940491630815B4F2C402A5206B3AE894940CEDB7D33D64B2C407EFA74E1AC894940D48041D2A7492C40141CA89DAB89494072546EA296462C4062BF27D6A9894940EA5F92CA14432C409363A18CA7894940FD5D8E0D933F2C40FFF1B96EA5894940D0F7AE9C183D2C40A6ACF078A4894940405D9324BE392C40012C3C79A28949409FAAE7493E372C40A2CD16B5A0894940981EA8AED7332C4014BD42D59E894940A646E867EA312C406D9ED96443894940AD962A0769302C409E7A4908FB884940EA2BA3EC882E2C4001BCAA58A1884940151DC9E53F2C2C40C8ECD1C034884940DDB930D28B2A2C40CEF22B8CE3874940C43357BC47282C40C4D5011077874940DA45877604262C407D6CDCAC0B874940DDBEA2B668242C4064D75130BE8649404E29AF95D0212C4020268689AB8649407B3B78DCA61E2C40FC57569A94864940898D68F1181C2C40F44EAA228186494030D406CCE8182C40C4BE53B76986494051D20D5E05162C404615B47F54864940A7E7829FDD122C401DE670523D864940D0E6824424102C4092A2844F298649409C679192C30C2C404B04AA7F1086494031DA3E3FE7092C40A535069D10864940B5E55C8AAB062C408DC5257D10864940040BBB8333032C405722F54311864940AE179EF243002C406931C2251186494039C2FDDBC0FC2B4051A73CBA1186494012233ABA00FA2B40A507F47810864940291E61623DF72B4010481D7810864940A6338BAB25F42B40E6C86F76108649407A4E1F2686F12B405109997510864940BB83D89942EF2B40657BE35AA38549409CB0581EFFEC2B401422855737854940CF5B2B908FEC2B40932DDC03BE844940C04D356909EC2B40F109230736844940EF6998EB7EEB2B40F2DB6B9CA8834940047A3C88F8EA2B40749A05DA1D8349404AD235936FEA2B400129FBF895824940B9DB9A19A2EB2B407487A81D59824940E1E0C1058FED2B40F98903E8F78149402C52BC2594ED2B40B5CAA72270814940F2097EC0A8ED2B40D1059A7400814940DC8D999F76EB2B4098D821A3A88049404C416D0A1AE92B407B7B212E4A804940F3199AFC60E62B40F84BD5873F804940BB0B395BE5E22B409AEA6E4331804940882AA1606BDF2B40AD2A453C23804940459039854BDD2B40B1F1AA18F87F494003B5183C4CDB2B40EA21BF23CF7F4940CAE59A5D52D82B407ADB9612937F4940E93A43273AD52B40FF3ADCB3537F49404C19DDE632D22B4037B52220157F4940E1DD25CC0FCF2B4093DD712FD57E494028C6E86FF8CB2B4044AE2F6D937E494045882B67EFC82B40D34D6210587E4940ADE52906A3C52B404657337C557E4940450A0A2879C22B407DD28904537E4940AE4E290A4FBF2B40675AACF24E7E4940B18F4E5DF9BC2B409E03159F4C7E4940BBAAA22E08BB2B4084FE9D488B7E494030489FFB17B92B40643CEF6BC97E4940086D8324FDB72B40640EDD47C97E4940B0F14F5F85B62B40C25C4189857E4940E5D0C72187B52B409F5A7D75557E494094E4147882B42B4087E464E2567E494094E4147882B42B4087E464E2567E4940
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E610000001000000010200000007000000300ED363002924400439CDA733224840300ED363002924400439CDA73322484046949B4DEC2624408A9125732C224840CE9E15623F252440FFE1F8EB5F224840637891AE3E232440DF7B6E579E22484030945D7A45212440E6FBF37EED22484030945D7A45212440E6FBF37EED224840
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E61000000100000001020000001100000030945D7A45212440E6FBF37EED22484030945D7A45212440E6FBF37EED22484020F532E59E2124405C3920AE412348403D66A032FE212440FA31416898234840DA418067D6212440A1D91AB6D2234840A279A5D1892124408D3FF61F3E24484098AB7A54572124409DD6129788244840CF705EF7B12124407E5AA038DB2448408DF96F140F222440D88A91802C25484003A7881DD7202440F89AD48679254840FAF609FBD11F244036EF93FEB925484037F4609C091F2440B1091F0027264840E0B023C44B1E24401CCB60318F2648409F27F96C781D2440A5D6A0D4032748402B7B5C65B71C2440154FE2186E274840E3BE7A81FE1B2440286F360CD5274840E3BE7A81FE1B2440286F360CD5274840
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E61000000100000001020000000B0000009DD77D6C37DA2440118D9367033E48409DD77D6C37DA2440118D9367033E484031F8EA9914D924400BE42373763E484052D0926C1AD82440E38FA2CEDC3E4840CD0F1258EFD6244005DE6EEE543F4840975EF64608D6244040E48810B23F48400AF8359204D524403F59315C1D4048406B300DC347D4244013AA8A5F67404840E6B56D73BED32440B47A87DBA14048407EAA0A0DC4D2244035B1659E014148407EAA0A0DC4D2244035B1659E01414840
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E610000001000000010200000070000000E3BE7A81FE1B2440286F360CD5274840E3BE7A81FE1B2440286F360CD5274840E625FF93BF1B24405D55F65D11284840D1C9F7318B1D24409E3127C34C284840884D64E6021F2440253328E494284840C7890A3087202440C091E5C9DA2848405072874D64222440573BD400EF284840C2830B1E4B242440C97E710404294840B4171B04672624406A26CE401B294840444651B17B2824405823BBD232294840ACC77DAB752A2440A542869F49294840AA9B30067B2C24408DB04DCF60294840B24EF0A88C2E2440898109377429484008A57911B7302440D095AD9A8C294840D34ECDE506332440F842B74DA729484030EB0FDE68352440E0D8582EC029484011A331A4D4372440EF0F4A4EDC294840385ECB75643A244057D4BBD3F8294840768F6CAE9A3B24403F0114234B2A4840C70F9546CC3C2440A084E3439A2A48404742B687183E244021B24813EF2A48406FBC3B32563F244057968D73402B484057CCADB59C40244079D55E9F942B4840E49B12B5D941244084482B63E82B484009FEB7921D432440FA43D8953B2C48409428C5D8534424408A7956D28A2C4840B646A9296E45244082446EE1D42C484024134B259746244077E3384B242D48405FD3838252482440E1E2F2695F2D4840032C4DA5FA492440CA93FF24992D484007CA1242AC4B24407DBB80F2D22D484047F1E0DD804D2440F06481C0142E48409E712BCE624F2440D2F6F9394F2E4840A802EE79FE502440374DE9AA8A2E484007712F7AB8522440E2F3797BC62E4840986B764941542440082B0428FC2E48408CE4863A07562440E9CAB106392F4840D477C8DE9C572440500537AD6F2F4840F2DD9C00795924401E2E837BAF2F4840B3255069695B244093399677D52F48408BDB0D47FC5B2440167D4FF6E02F48409B45DE28685D2440F086D970FD2F4840F235BA394B5F2440B962354C23304840D6276F360C612440E8F5CC3747304840C6BF74FFFD622440683398D06E30484098080A72066524400D4746BD96304840F34C79BEB066244042B28009DC304840A57C5237616824404F8AA07B20314840DFB7109A136A244097F03AD16431484004DE1335E26B24400D25EE0CAE314840009CCD99A36D2440664C6661F4314840A021776C5F6F244082DF2B5F3C32484081142B5904712440B3D5E59480324840A859FB969472244045149337C0324840C99AECFA6074244090F7AA9509334840B4E73235097624407A6FB1474D334840AB66310CB37724400321FE069233484046C71F56C97924404A27B792C2334840838769DFDC7B24402507EC6AF2334840238F96B9AF7D2440209672631F344840F46F97FDBA7F24404897EDF950344840F5CEB238AD81244025B1A4DC7D3448403188FEBFA0832440B52D14FAAA344840CA8745B181852440819A5AB6D63448405B8A9A9E6687244011D54AD702354840DF286849368924403525FECD303548402082058B1E8B2440603E59315C35484027D41DD5FA8C244019969A9889354840960C5B0E4F8E244046F5317AC9354840C80C54C6BF8F2440635AE55311364840485167EE21912440DF5740FC573648408F1B7E37DD922440DC57D4168D3648408A022269DC942440E7069ED6C836484031410DDFC2962440B16AB52C043748401CBA34D99A982440FF428F183D3748402B3410CB669A2440F509EAA573374840B6F3A21B069C244009E23C9CC037484090DA69108B9D244036A671B90B38484068CD3406429F24406BF1CE465338484053C7CFEBF4A024400B557B2299384840E0B42AD379A22440FCF14D89DA3848400DE2033BFEA32440CFA9BFB91A3948406B1E7695A4A5244064A769616039484032A0CD6042A72440BE3676E4A339484096D233BDC4A8244069BD29F6E13948404013060A61AA2440E7087481263A484026B1FF95F0AB24407E607DF2663A4840D50CA9A278AD244087110C31A83A48406C747396FEAE24404E637B2DE83A48408D24E6FE8FB024409F286442273B4840E0B023C44BB22440F7E74768703B4840643612B23DB4244084633B84963B48400275143136B62440A6283C0DBD3B4840CC5B1A6437B82440142928A0E43B4840C6B656C565BA2440B2BBE58F0E3C48407A2B01E77BBC2440F6ACB541373C4840FF6F36678EBE24406AF40FC75F3C484081EF366F9CC0244038876BB5873C484093DCABA0B3C224405EBBB4E1B03C4840C7246DF47BC42440213537F0B43C48402CEB483F2BC62440C1CAA145B63C4840512A2B97D7C7244089EDEE01BA3C4840626A4B1DE4C92440E140ED5CBD3C484060330A93F3CB2440F6903A4BDA3C4840FC404D8814CE24406426512FF83C4840A9EEDB5A70D024407CDFAE4D193D484048ED3488C5D224400C87EF0E3A3D4840E621533E04D5244002CCC694593D484079EBFCDB65D72440EB5CAC037B3D4840F67013FFC1D92440ECD33B269C3D48409DD77D6C37DA2440118D9367033E48409DD77D6C37DA2440118D9367033E4840
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E610000001000000010200000005000000300ED363002924400439CDA733224840300ED363002924400439CDA7332248408346FAFE172924402FAFB7280E22484023090CA36A292440B4154559092248409816F588102A2440FF41273E0F224840
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E6100000010000000102000000040000007EAA0A0DC4D2244035B1659E014148407EAA0A0DC4D2244035B1659E01414840E0675C3810D22440B6EA84E16D414840E0675C3810D22440B6EA84E16D414840
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E610000001000000010200000007000000E0675C3810D22440B6EA84E16D414840E0675C3810D22440B6EA84E16D414840A9DA13C9FCD0244037C24769DB41484037621C12ADCF244040CB4E9A6142484006AD7603BBCC2440B4FD75B8674248402560CF32E6C92440CDC4BEAE704248402560CF32E6C92440CDC4BEAE70424840
decommissioning_NEP2035_B2,P172,,,,380,1790,,,0105000020E6100000010000000102000000050000009816F588102A2440FF41273E0F224840E7B9CF3B5F29244040D532631B224840EB19677858292440AF505A6E1F224840300ED363002924400439CDA733224840300ED363002924400439CDA733224840
decommissioning_NEP2035_B2,P173,,,,380,1790,,,0105000020E6100000010000000102000000050000004EDD4BD01527244019ACDD1BE82148404EDD4BD01527244019ACDD1BE82148407A6FB1474D282440A077BEFAD3214840772E313B30292440D18C8F60F4214840772E313B30292440D18C8F60F4214840
decommissioning_NEP2035_B2,P173,,,,380,1790,,,0105000020E61000000100000001020000000400000061862E3E62C523409CDBB9E8EB264840A3AC8493D9C523401810B5C8D1264840AC4901B38CC623403464E190B2264840AC4901B38CC623403464E190B2264840
decommissioning_NEP2035_B2,P173,,,,380,1790,,,0105000020E6100000010000000102000000070000009277B3AB352124407DC4F9E5DD2248409277B3AB352124407DC4F9E5DD22484006048420512224404E56FB2AAF2248401BE2B3D02923244054D625998B224840AA34BD1F12252440EE39FAA93B2248404EDD4BD01527244019ACDD1BE82148404EDD4BD01527244019ACDD1BE8214840
decommissioning_NEP2035_B2,P173,,,,380,1790,,,0105000020E610000001000000010200000004000000772E313B30292440D18C8F60F4214840772E313B30292440D18C8F60F42148402C60A7FD7B29244096DFB3BFFD2148409816F588102A2440FF41273E0F224840
decommissioning_NEP2035_B2,P173,,,,380,1790,,,0105000020E610000001000000010200000031000000AC4901B38CC623403464E190B2264840AC4901B38CC623403464E190B2264840F9AF62A70EC82340EC3C85B76226484036B6323C51C923401A7D16951E264840A29E99BBF1C92340F38986D6D42548400FF5BBB035CB23405FDED220BB2548400C8B9B64F5CC2340F412AD2699254840383701E19ECE234079D78F0365254840AB9E27F96CD02340B366BF492E2548407F3C4F9720D2234041CC6FE2F5244840EF9980BADCD3234081EAC48ABF244840FC027AE1CED523401DF631D582244840B9CDAF41BAD72340EA7706B243244840323ECC5EB6D92340A54632F504244840690EFF9F79DB234017E75E16C92348401F7A9CB34FDD2340945D1F8C8E2348404EEC46C439DF23407E2079E750234840A21EEC5E38E123406F089FF7102348409988128832E3234072B7DA79D122484096140E7338E523400D4B4DCCC42248404D0059E3C7E723401BC0B6D9B3224840FB9EECC1FFE92340A6A6B805A6224840E46FD63B37EC2340428C214AC52248402B172AFF5AEE2340EBDDC435E3224840DA0B60257AF02340536EEC230123484091453FBF94F223407338A91E1F234840A829B80EC4F423404CF443B63D234840BA371A1B15F72340EE629AE95E23484025010FB166F9234072A4D8767F2348402B6629FE94FB234068D542249E23484034D53840D5FD23405EA45016BE2348403FF89A2F400024406A392BFDDF23484085E4AE6F71022440B3F2261AFF234840EF3CF19C2D042440058E5FD3DE234840E4E4D94015062440ADD73E2EBB2348407B5FA637ED072440B2C7FABC98234840D902E7316F0A2440CAC342AD69234840C97322669B0C2440D3CBDE084123484016C9B2BB9B0E2440C673113A43234840835AC2908B102440608EC305452348401286014BAE1224403BF4273B47234840FCC56CC9AA142440280D350A49234840664E97C5C4162440450603194B234840E41B6558201924400325AA5C4D23484091A80650421B244037BC6AAF4F2348402CA85E6D7B1D2440A1DCB6EF512348403D293861671F24400112F2E6152348409277B3AB352124407DC4F9E5DD2248409277B3AB352124407DC4F9E5DD224840
decommissioning_NEP2035_B2,P173,,,,380,1790,,,0105000020E610000001000000010200000004000000772E313B30292440D18C8F60F4214840772E313B30292440D18C8F60F421484090E854E87229244052D845D1032248409816F588102A2440FF41273E0F224840
decommissioning_NEP2035_B2,P173,,,,380,1790,,,0105000020E61000000100000001020000000400000061862E3E62C523409CDBB9E8EB2648400463337678C62340E2E58EA3DE264840AC4901B38CC623403464E190B2264840AC4901B38CC623403464E190B2264840
decommissioning_NEP2035_B2,P205,,,,380,3580,,,0105000020E610000001000000010200000004000000F863BA5394031F400C144DB0B70C4840A83CBA1116051F40F3695F8ABC0C48402A62C735F4051F4012C53FC7A20C48402A62C735F4051F4012C53FC7A20C4840
decommissioning_NEP2035_B2,P205,,,,380,3580,,,0105000020E61000000100000001020000001700000071C4A409257D1F407F068A0E37CD474071C4A409257D1F407F068A0E37CD4740DE0ABCEE08821F4056061F9441CD4740A9DC442DCD851F4076BEE9A749CD4740E3E1E24D238A1F401D9C3EF152CD47401F543DF4388F1F4000A6B1625DCD474017388F79D3931F401F108D9367CD47401056AD9685981F406DD0F29771CD4740A542869F499C1F4099929B9779CD47400FC63EB786A01F40B2B508D682CD474005DFD9C303A71F4022CA17B490CD4740676DAEF5A0AB1F40B42F8FEB95CD474007CCE8EC09AF1F405FD6C4025FCD474038C478CDABB21F400B896A0025CD474062A81EC429B61F406753646314CD47402C56C334C2B91F401B1538D906CD47408AC7EAFB15BF1F404CE6B397C8CC4740376ED685C4C21F4078B240608ACC4740B4AE76B92DC61F4080187CF54CCC4740964EDA0A50C91F401EA2766451CC47407097A20161CC1F40C378173955CC4740243F2CE5C6CE1F40395B8AF557CC47407F483CDA11D51F4074290E9F38CC4740
decommissioning_NEP2035_B2,P205,,,,380,1790,,,0105000020E6100000010000000102000000D60000002A62C735F4051F4012C53FC7A20C48402A62C735F4051F4012C53FC7A20C4840D33B702942051F409AD942EB3C0C484099CD2DBEB2041F40FF15E8C9EB0B4840ACD106BBBC041F405E24FE72770B4840D8EC9282B8041F4096DD825B2D0B48400258D3ABB7041F40A11E91A5C50A48406F62ED94B3041F4083781332460A48406F62ED94B3041F40234A20CABC094840DBBCBBDFB2041F405B4D8D8642094840F3B391EBA6041F400BE93A9EE008484078746DB944071F407050B12083084840268D768137091F40BE9BB8663C0848406AC93E236C0B1F406FB1EC93ED074840773579CA6A0A1F402AD5F48F740748407BFB73D190091F40246992B30B074840D7F78667AE081F40665309AAA1064840287E3100F9071F40CF09EB1049064840E36A099EE7041F40A3E6502BF105484049F6083543021F40053F60D4A40548403E51233EC1FF1E402BB5CD435C054840E73922DFA5FC1E408E8065000305484093D5631179F91E40BC1061B2A7044840D6A425A0D3F51E403A9DBF643E0448408E075BECF6F11E409D14E63DCE034840D350A39064EE1E4078E5C46867034840ACED81B119EB1E40C66CC9AA08034840E7C017CB99EA1E40C042E6CAA0024840BD49C27410EA1E40517AF02433024840740179C086E91E408A809E61C5014840225F9DBEF9E81E408DD5E6FF55014840B81B8EF85FE81E40AE5406C4DA00484042EB8612D2E71E40502AD0DD640048404599B27856E71E4052A1BAB9F8FF4740F416B435C7E61E403F3FE7C990FF4740D029C8CF46E61E406FE6464728FF4740E0FEB7EDD6E51E408BF1AB83CDFE4740D18B248B45E51E409D627A6759FE47402B86504AADE41E403078E283E8FD474041FFF3EAD2E51E40C48BCFAE8CFD47407484679D4CE71E4084C2FB0516FD4740323784CF7BE81E40EA7129F8B7FC4740B075A911FAE91E4069AB92C83EFC4740270D7F9763EB1E407AA05FA5CCFB4740129BD9F85DEA1E40BE9FBF756AFB4740C02DB3637EE91E405DCBBFF110FB4740211DC30886E81E40F304C24EB1FA47400FEFDEF6A9E71E4050690E5A59FA4740ABCF7A9D79E61E40301CBE3BE8F947403AE004F060E51E40ED681CEA77F94740DDA1BCEA5CE41E408B5D914E13F9474006D8ECED3BE31E4012F351EBA2F8474050786407F0E11E40B3EDB43522F84740D35F9E8488E21E401247C3CEB9F7474023C2BF081AE31E40C4E0AB6752F74740C90160E1C9E31E401228AC9EDDF647407795A42199E41E408459B2744FF64740DDECB4DA68E51E40190D7448C5F54740E30CB4F116E61E40A3EE5E494DF547408579347ADAE61E40A3E8818FC1F4474035D3BD4EEAE31E40D6BB2EB253F447407B7AB6589BE01E40C2CB67D4D7F34740D9A9036A7BDD1E4063CF431262F34740438B112E89D81E40D7FA22A12DF347409CC6F65AD0D31E40B6A8AA2BFAF247403F8ADFB99CCF1E4056DEE929CDF247403F1416269DCA1E40E323BD0397F24740741882D206C61E40C7FE0D3565F247409CF232D472C11E407BB1E6B633F24740265D8EB2D9BC1E40F44B0EE901F24740EF1F0BD121B81E40D8E4DF1DCFF14740D59BACACC8B31E40021E0714A0F1474097FAC3E0ABAF1E409044793073F1474009CC9E5FEFA91E401B47510C35F14740F5A5B73F17A51E40778C86E700F14740D93B48F4D7A01E40687BF486FBF047401C03FC64D69C1E401176E50EF6F04740121EC8D523981E40A3D2E352F0F047403F1D8F19A8941E4052706715ECF04740CB5C2A8073901E40C0380202E7F0474040A4DFBE0E8C1E40C3DA183BE1F047406E76FFB341891E402A20ED7F80F04740C4A85AC125861E406D9AD25515F047404B48FF266F831E409525DF11BAEF474069B0A9F3A8801E404ADAE8F758EF47401AF96129377E1E405B2CA0AB08EF4740307DF9AE527B1E409A6EC8F5A5EE47409CC420B072781E4061C20D9D43EE47403FE0264811761E4090E5B8AEF3ED4740E1DF5630E0731E4092B98D61A9ED47400861C9B0E5701E402BF1CA3F44ED4740A170D1240C6E1E40DF2F0B92E3EC47402BC3B81B446B1E402EFFC64384EC47408626E4DE57681E40F6108DEE20EC47406A087D9F60651E40CA0457D4BBEB4740041775F74A621E405ECD4B0F54EB4740CCE37A25DA5F1E40B2B8A40F02EB4740943E6315255F1E40292BE16476EA4740D470804F625E1E40B5858CECEFE9474063D9CC21A95D1E40E5034C2A64E9474050C8CEDBD85C1E4069FC6772D6E8474086A059C8125C1E40767C6AAB48E847400EF2C4BD435B1E403C229518BAE74740BC4ED99F7A5A1E40B2FE2A1B31E74740EAC59ADBCE581E400CD8C4B8D1E64740CDD13EB1A9561E400FC237A858E64740433F53AF5B541E40993E856DD5E54740400FFFFA32521E40A8A89FDC5BE54740424A479451501E404A1751C9EFE44740BCED42739D4E1E4081ECF5EE8FE44740F1243328E44C1E40F5F928232EE447400D2C91555B4B1E409E45EF54C0E347402BC65455C3491E40E5AFDA464DE347408B19E1ED41481E4038FF0AF4E4E24740970A8563F1461E400AE12C8084E24740F70A66A77A451E40263F3D111FE24740325A475513441E408B27710CB7E147406D567DAEB6421E4086CABF9657E147403CEDDFAB0C411E4046B9347EE1E04740E17AB9F4D43F1E40014E94298BE04740ECF4CD47633E1E40EB40310D1EE04740ACD914D9183D1E4006CA5CCFC6DF47403F3FE7C9903E1E40A5187B8A77DF47404DF6741A0E401E40D08A5EFC23DF4740D5AF1985C9411E40AC22371EC7DE4740B2F09AFCBB431E407916CE7F59DE4740AB07CC43A6441E405220FD4003DE474090F74FDC96451E4022AEF776A6DD4740682B8AB212461E4065B95B4876DD4740C424010FB1461E40373AE7A738DD4740B24D2A1A6B471E4044DE173CF1DC4740522B4CDF6B481E40F543B63D8BDC4740A23C3D00F34A1E403D9F01F566DC4740E67D7786044F1E408B35012B2CDC4740FE0FB056ED521E4089AC7F21F5DB474055B99A86F2571E40F02B20FEABDB474057636424D65D1E402E4377A455DB4740FEC0B057B3611E408CDCD3D51DDB4740333A2009FB661E40018C67D0D0DA4740C3AB9B41326B1E407346393D94DA4740B02AB121EE701E40911ED0E341DA4740B92DDB98E8751E40F3E0383AF8D947407A31395A7A791E4001E54A98C4D94740628731E9EF7D1E40466FA76384D947401C5CDF2CCA811E404AA995534CD947401F74BFF9C3851E40155B41D312D9474060F29AB22E891E405239DCFDE0D84740C6CECAAC948C1E40CBEDA87BAED84740BA77C36CB88E1E409FD3878961D847405A56500768911E4091B2EA18FCD747400BA650CC30941E4074F04C6892D74740EFAF1EF7AD961E407A63F7D335D74740B3B04C648B991E400BF72576C8D64740E273CC1E0D9C1E40ADC43C2B69D64740C9CAD4C9BEA01E408E171C6F3CD64740AD1BEF8E8CA51E40707033260ED6474021D8A7D205AB1E40D8BF46EDD9D547401DB924BD5EB01E40C38B193CA7D547401129BCBA19B41E40B37680CC73D54740B4D771B2C3B61E40DE2EEA494FD547401CFE8980F9BA1E40497C389215D547405880A5A954BF1E4092FF136DD8D447402D2059654BC31E40849AC69BA1D44740239E91ADD3C51E40264BF78436D44740D2393FC571C81E40C871F101CBD347405596D7005BCC1E4060819EBC7ED34740331D3A3DEFCE1E405DA4F55C4BD347400FFC5EF9E2D11E40B081638511D3474057E7BDD64AD51E40AFADE98BCED24740CFBD2C921BDA1E40C130AA5670D2474044F9275D9FDE1E408FF4B3A217D247408DA1F721CAE21E409B75C6F7C5D14740F08403C69FE51E40AD54AB0A68D147409B1F24B0DEE51E40C3537E0860D147408CC635994CE81E4047F185240ED14740273E2DF5E2EA1E40A92CAF01B6D04740EB01F39029EF1E4051E1630B9CD047402F1796E425F41E40BAB2FAD97ED04740893DFE1C30F91E402AC4C83780D0474027A77686A9FD1E4029BE90C481D04740F9A00CFA77021F40E7C8CA2F83D047406DB713DB93061F40C31AC28C84D04740D3776D252A0A1F403FDA498E85D047409193D3E81F0E1F408C4347BC86D04740DE0EC3FD36121F40C7AB62E06FD04740100643C29C151F40B3C6EAA05CD0474052723DC049191F40A071E14048D04740854EBE8F591C1F40CC2D084037D047402D4080B163201F40044BBF8E49D047409024F72AE8241F40E97D88B25CD0474023B2FE85D42B1F40560D67237CD04740B6B4649F112E1F40605B3FFD67D04740DF89FE7513311F401BDD41EC4CD047401749BBD1C7341F40C17C0D1C2BD0474025688297CF381F407A37161406D04740FAC55B9D523C1F40A2DDD737E6CF47406158FE7C5B401F4086178E31C1CF4740A563737A83441F404C9AF5189BCF4740227365506D481F40EDFBCB4983CF4740F4774A62A44A1F40ACADD85F76CF47409928E730044D1F401F6CB1DB67CF4740050D47A176511F403ECDC98B4CCF474077E4A320D3551F4040715BB631CF47405B28999CDA591F40174850FC18CF47405B43A9BD885E1F409789C7EAFBCE47403E84A7469E621F40BCA1DFADE2CE4740DFE6E84C35661F40E7DDFD96A5CE4740C936BA94046A1F40683E8CB564CE47408460FA038A6D1F407A04920B29CE47405F770481DF701F40F65A75C2F0CD4740B61E74BFF9731F408E00135DBCCD4740F136CA5587771F40B4DB1D087FCD474071C4A409257D1F407F068A0E37CD474071C4A409257D1F407F068A0E37CD4740
decommissioning_NEP2035_B2,P211,,,,380,1790,,,0105000020E61000000100000001020000000C000000ABF875960F9F21402332ACE28D284940ABF875960F9F21402332ACE28D284940A67B421B25A02140EA5C514A08294940E14B3CFB25A1214057D11F9A79294940D39453F135A221401FA0A0B9F3294940B1016C9B3DA32140CB113290672A494099373DDE9AA2214076A911FA992A49407CEB68C130A12140E5FB3D0C082B49409B159BA0979F2140186D44E6802B494069763815049E2140C2C6F5EFFA2B4940ECAA9BE6789C2140C7BFCFB8702C4940ECAA9BE6789C2140C7BFCFB8702C4940
decommissioning_NEP2035_B2,P211,,,,380,1790,,,0105000020E610000001000000010200000007000000DA60BB3536502140519F3CB5884D4940E2FD5D44805021406D1FF296AB4D494086FF194A925021405F70BCF1A44D494094CB35BBA4502140AA96BE219E4D494086CD5BD0D65021402A5778978B4D4940CED8E1F9565121400758F503684D4940CED8E1F9565121400758F503684D4940
decommissioning_NEP2035_B2,P211,,,,380,1790,,,0105000020E6100000010000000102000000060000008E791D71C84E2140971705662A4C49408E791D71C84E2140971705662A4C49404A5DD7D41E4F2140540438BD8B4C49405A51DE228B4F21400D6F7B270B4D4940CED8E1F9565121400758F503684D4940CED8E1F9565121400758F503684D4940
